Time:6,End Time,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Event Id,Event Date,Event Duration
121.8066406250,122.3066406250,0.1290489733,0.1821245694,0.0023448410,0.0887857794,0.0406508662,0.4377972649,,,
121.9062500000,122.4062500000,0.1629428730,0.1650130770,0.0020800311,0.0977325986,0.0674030227,0.3513562820,,,
122.0058593750,122.5058593750,0.1895181590,0.1453067991,0.0022635612,0.0994565175,0.0888928252,0.2884890124,,,
122.1054687500,122.6054687500,0.1942846694,0.1267115405,0.0031208349,0.0927934491,0.0975841071,0.2536932730,,,
122.2050781250,122.7050781250,0.1787530505,0.1109365725,0.0050530519,0.0794094663,0.0903975774,0.2584725721,,,
122.3046875000,122.8046875000,0.1513355452,0.0984078861,0.0084831567,0.0628165778,0.0754151757,0.3099776884,,,
122.4042968750,122.9042968750,0.1273116982,0.0892340041,0.0123936960,0.0470242174,0.0684900369,0.4122643077,,,
122.5039062500,123.0039062500,0.1214077426,0.0838662149,0.0151624601,0.0355450729,0.0753186118,0.5528035622,,,
122.6035156250,123.1035156250,0.1306371792,0.0848784954,0.0158097627,0.0298379187,0.0853903527,0.7051518203,,,
122.7031250000,123.2031250000,0.1366179668,0.0954775930,0.0142838796,0.0275097019,0.0889202724,0.8364764418,,,
122.8027343750,123.3027343750,0.1255051350,0.1128500838,0.0114517422,0.0249977617,0.0843953236,0.9198413190,,,
122.9023437500,123.4023437500,0.1025677283,0.1302938920,0.0096447376,0.0210307063,0.0749468777,0.9384452498,,,
123.0019531250,123.5019531250,0.0838873243,0.1411238261,0.0114722929,0.0160667268,0.0679234865,0.8910582176,,,
123.1015625000,123.6015625000,0.0794297182,0.1399145715,0.0161774460,0.0114274706,0.0721910277,0.7886958995,,,
123.2011718750,123.7011718750,0.0814495933,0.1258853650,0.0198221603,0.0102437361,0.0870956235,0.6564668341,,,
123.3007812500,123.8007812500,0.0794717865,0.1043380712,0.0204752720,0.0155181416,0.1017813535,0.5378166350,,,
123.4003906250,123.9003906250,0.0739342099,0.0836374443,0.0186203893,0.0267145047,0.1039389810,0.4723670860,,,
123.5000000000,124.0000000000,0.0653386366,0.0692263912,0.0145863142,0.0404238467,0.0923441828,0.4615671102,,,
123.5996093750,124.0996093750,0.0532539857,0.0607921871,0.0101822382,0.0530902940,0.0741199080,0.4745251880,,,
123.6992187500,124.1992187500,0.0430900277,0.0546411330,0.0094132084,0.0615370176,0.0560380947,0.4802292215,,,
123.7988281250,124.2988281250,0.0408139091,0.0473332209,0.0133031583,0.0635472673,0.0420177041,0.4627043105,,,
123.8984375000,124.3984375000,0.0471559927,0.0368850215,0.0185771934,0.0598387369,0.0345993799,0.4267328264,,,
123.9980468750,124.4980468750,0.0694617230,0.0249468091,0.0224090434,0.0533467648,0.0326532547,0.3817727077,,,
124.0976562500,124.5976562500,0.1142046760,0.0168595119,0.0237722623,0.0463401790,0.0349765072,0.3352374162,,,
124.1972656250,124.6972656250,0.1572544990,0.0158620066,0.0221095311,0.0399763008,0.0418424803,0.2993420164,,,
124.2968750000,124.7968750000,0.1829789600,0.0209640476,0.0173590573,0.0352625192,0.0449067658,0.2822885986,,,
124.3964843750,124.8964843750,0.2065127699,0.0289311858,0.0116119538,0.0326486388,0.0401803494,0.2800237622,,,
129.9218750000,130.4218750000,0.6395832784,0.0178694217,0.0364783054,0.0135113309,0.1372526302,0.2652706180,,,
130.0214843750,130.5214843750,0.5320064993,0.0106952212,0.0413636784,0.0118649737,0.1484702812,0.2830846197,,,
130.1210937500,130.6210937500,0.3697910324,0.0072051987,0.0423830894,0.0093448514,0.1744416513,0.2732374033,,,
130.2207031250,130.7207031250,0.2095049043,0.0058663396,0.0403932512,0.0069031065,0.1889605143,0.2353459179,,,
130.3203125000,130.8203125000,0.1140691044,0.0084075983,0.0361127374,0.0057017112,0.1835288275,0.1793507769,,,
130.4199218750,130.9199218750,0.0836568533,0.0177616694,0.0310837267,0.0056075051,0.1586921614,0.1331913532,,,
130.5195312500,131.0195312500,0.0789884985,0.0336153526,0.0277469893,0.0059554500,0.1246665302,0.1098825424,,,
130.6191406250,131.1191406250,0.0683789022,0.0516780187,0.0251475785,0.0059230139,0.0983024821,0.1001285314,,,
